chpatno,slokano,sentno,Word,Sandhied Word,Hindi Meaning,English Meaning
09,020,1,,वितमसा,अन्धकार,-
09,020,1,,तेन,उससे,-
09,020,1,,तमसासरयूतटाः,तमसा-सरयू-तट,-
09,020,1,,कनकयूपसमुच्छ्रयशोभिनो,ढाक-यूप-ऊँचाई-शोभित,-
09,020,1,,कृताः,किया_गया,-
09,020,1,,(सन्ति),ध्_अस्2_प्प्_स्क्ते_हैं,-
09,021,1,,-,ईश्वर,-
09,021,1,,अजिनदण्डभृतं,-,-
09,021,1,,कुशमेखलां,कुश-मेखला_को,-
09,021,1,,यतगिरं,नियमित-भाषण_को,-
09,021,1,,मृगशृङ्गपरिग्रहाम्,हिरन-सींग-,-
09,021,1,,-,अध्वर-मुण्डन_किया_हुआ,-
09,021,1,,-,तनु_को,-
09,021,1,,अधिवसंस्तनुमध्वरदीक्षितामसमभासमभासयदीश्वरः,मे_रहता_हुआ,-
09,021,1,,-,असम-भास्_को,-
09,021,1,,-,चमकया-था,-
09,022,1,,नियतेन्द्रियः ,यम्-इन्द्रिय,-
09,022,1,,अवभृथप्रयतो ,अवभृथ-प्र_यम्1या_हुआ,-
09,022,1,,सुरसमाजसमाक्रमणोचितः,देव-समाज-समान-अ-क्रमण-ध्_उच्1या_हुआ,-
09,022,1,,स,वह,-
09,022,1,,-,ण्थ्या_हुए,-
09,022,1,,शिरः,शिरः_को,-
09,022,1,,वनमुचे ,वन-मुच्_को,-
09,022,1,,नमुचेररये ,नमुचि_के,-
09,022,1,,-,शत्रु_को,-
09,022,1,,केवलमुन्नतं ,केवल_को,-
09,022,1,,नमयति,नमस्कार_कराता_है।,-
09,022,1,,स्म,-,-
09,023,1,,एकरथेन,एक-रथ,-
09,023,1,,तरस्विना,तरस्विन्_से,-
09,023,1,,हरिहयाग्रसरेण,हरिहय-आगे-सरने_से,-
09,023,1,,धनुर्भृता,धनुः-ध्_भृ2या_हुए,-
09,023,1,,असकृत्,असकृत्,-
09,023,1,,दिनकराभिमुखाः,दिन-हाथ-कर2-ओं_ने,-
09,023,1,,रणरेणवः,युद्ध-पराग,-
09,023,1,,सुरद्विषाम्,देव-द्विषों_के,-
09,023,1,,रुधिरेण,खून_से,-
09,023,1,,रुरुधिरे,ध्_रुध्1_अप्_स्क्या,-
09,024,1,,अथ,और,-
09,024,1,,यमकुबेरजलेश्वरवज्रिणां ,यमराज-कुबेर-वरुण-इन्द्र_के,-
09,024,1,,समधुरं ,समान-धुर_को,-
09,024,1,,-,पूजित-विक्रम_को,-
09,024,1,,-,एक-नर-अधिप_को,-
09,024,1,,-,उसको,-
09,024,1,,सेवितुमेकनराधिपम्।,सेवा_के_लिए,-
09,024,1,,-,जैसे,-
09,024,1,,-,नवों_से,-
09,024,1,,कुसुमैर्नवैस्तमिव ,फूलों_से,-
09,024,1,,मधु,वसन्त_ॠतु,-
09,024,1,,समाववृते ,सम्_आ_वृत्1_अप्_स्क्या,-
09,025,1,,-,कुबेर_रहने,-
09,025,1,,दिशं ,स्थान_को,-
09,025,1,,जिगमिषुर्धनदाध्युषितां,जाने_के_लिए_इच्छुक,-
09,025,1,,रथयुजा ,रथ-जोड्Zए_से,-
09,025,1,,परिवर्तितवाहनः।,बदला_गया-वाहन,-
09,025,1,,रविर्हिमनिग्रहैर्विमलयन्मलयं ,रवि,-
09,025,1,,-,वर्फ-निग्रहों_से,-
09,025,1,,दिनमुखानि ,दिन-मुखों_को,-
09,025,1,,-,विमल_करता_हुआ,-
09,025,1,,-,मलयम्,-
09,025,1,,नगमत्यजत्,नग_को,-
09,025,1,,-,ध्_त्यज्1_प्प्_स्क्या,-
09,026,1,,कुसुमजन्म,फूल-जन्म,-
09,026,1,,(भवति),ध्_भू1_प्प्_स्क्ता_है,-
09,026,2,,ततो ,उस्के_बाद,-
09,026,2,, नवपल्लवास्तदनु,नवन्-नव-पल्लव,-
09,026,2,,-,आविरभूत्,-
09,026,3,,-,उसका,-
09,026,3,,-,बाद,-
09,026,3,,षट्पदकोकिलकूजितम्,छः-पैर-कोयल-कूजना,-
09,026,3,,-,आविरभूत्,-
09,026,4,,इति,ऐसा,-
09,026,4,,यथाक्रममाविरभून्मधुर्द्रुमवतीमवतीर्य,यथा-क्रम_को,-
09,026,4,,-,पेड_से_भरा,-
09,026,4,,वनस्थलीम्,वन-स्थल_को,-
09,026,4,,-,आके,-
09,026,4,,-,वसन्त_ॠतु,-
09,026,4,,-,आविस्_भू1_प्प्_स्क्या,-
09,027,1,,नयगुणोपचितामिव ,नीति-गुण-पाई_हुई,-
09,027,1,,सदुपकारफलां ,सदुपकार-फल_को,-
09,027,1,,भूपतेः ,भू-पति_का,-
09,027,1,,श्रियमर्थिनः,श्री_को,-
09,027,1,,-,याचकों_को,-
09,027,1,,-,जैसे,-
09,027,1,,मधुसंभृतां ,वसन्त_ॠतु_से_संचय,-
09,027,1,,सरसो ,सरस_का,-
09,027,1,,कमलिनीमलिनीरपतत्रिणः,कमलिनी_को,-
09,027,1,,-,मघुमक्खी-पानी-पतत्रिनों_को,-
09,027,1,,अभिययुः ,अभि_या1_प्प्_स्क्या,-
09,027,1,,(अभिययुः ),अभि_या1_प्प्_स्क्या,-
09,028,1,,-,आर्तव,-
09,028,1,,नवमशोकतरोः ,नव,-
09,028,1,,-,अशोक-वृक्ष_का,-
09,028,1,,केवलमार्तवं ,केवल,-
09,028,1,,कुसुममेव ,कुसुम,-
09,028,1,,-,ही,-
09,028,1,,स्मरदीपनम्।,कामदेव-आग_लगाने_वाला,-
09,028,1,,न ,नहीं,-
09,028,1,,(अभवत्),ध्_भू1_प्प्_स्क्या,-
09,028,1,,(किन्तु),किन्तु,-
09,028,1,,विलासिनां,विषयियों_का,-
09,028,1,,मदयिता,मद-जनक,-
09,028,1,,दयिताश्रवणार्पितः,प्रिया-कान-दिया,-
09,028,1,,किसलयप्रसवोऽपि,कोमल_अंकुर-प्रसव,-
09,028,1,,-,भी,-
09,028,1,,(अभवत्),ध्_भू1_प्प्_स्क्या,-
09,029,1,,मधुनोपवनश्रियामभिनवा ,मधु_के_द्वारा,-
09,029,1,,विरचिता ,ण्थ्या_हुए,-
09,029,1,,-,बगीचा-श्री_में,-
09,029,1,,-,नये,-
09,029,1,,पत्रविशेषकाः,पत्त्र-तिलक,-
09,029,1,,इव ,जैसे,-
09,029,1,,(स्थिताः),स्थित,-
09,029,1,,मधुदानविशारदाः ,मधु-दान-चतुर,-
09,029,1,,कुरबका ,कुरबकों_ने,-
09,029,1,,मधुलिहां ,मधुलिहों_की,-
09,029,1,,रवकारणतां ,चीख-कारणता_को,-
09,029,1,,ययुः,ध्_या1_प्प्_स्क्या,-
09,031,1,,शिशिरापगमश्रिया,जाड्Zए_का_अन्त-श्री_के_द्वारा,-
09,031,1,,किंशुके,ढाक_का_फूल_में,-
09,031,1,,उपहितं,सहायता_किया_हुआ,-
09,031,1,,मुकुलजालमशोभत,मुकुल-जाल,-
09,031,1,,मदयापितलज्जया,मदयापित-लज्जा,-
09,031,1,,प्रमदया,स्त्री_के_द्वारा,-
09,031,1,,प्रणयिनीव,प्रणयिन्_में,-
09,031,1,,(उपहितं),सहायता_किया_हुआ,-
09,031,1,,नखक्षतमण्डनं,नाखून,-
09,031,1,,इव,जैसे,-
09,031,1,,अशोभत,शोभा_दिया,-
09,032,1,,रविः,रवि,-
09,032,1,,व्रणगुरुप्रमदाधरदुःसहं,घाव-गुरु,-
09,032,1,,जघननिर्विषयीकृतमेखलम्,पुट्ठा-निर्विषयीकृत-मेखल_को,-
09,032,1,,हिमं,वर्फ,-
09,032,1,,तावदशेषमपोहितुं,-,-
09,032,1,,-,अशेष_को,-
09,032,1,,-,अपकार_किये,-
09,032,1,,न,नहीं,-
09,032,1,,अलम्,बस,-
09,032,1,,खलु,अवश्य,-
09,032,2,,(रविः),रवि,-
09,032,2,,विरलं,विरल,-
09,032,2,,कृतवान्,-,-
09,033,1,,अभिनयान्परिचेतुमिवोद्यता,अभिनय_को, expressing with gestures or acting
09,033,1,,  --,अभ्यास करने के-लिये,to practise
09,033,1,,  --,उत्सुक,excited
09,033,1,,  --,जैसे,as if 
09,033,1,,मलयमारुतकम्पितपल्लवा,मलय के वायुसे हिलते हुए पत्तोंवाली ,southern breeze vacillated tender leaves
09,033,1,,अमदयत्सहकारलता,सहकार-बेल ( वृक्षों की  डाली)  ने ,a young kreeper
09,033,1,,सकलिका,अनखिला फूल वाली  (कलियोंवाली ),having blossom buds
09,033,1,, कलिकामजितामपि,राग द्वेष  जीतने वालों _के,those who had overcome fued and mischief
09,033,1,,  --,भी,also
09,033,1,,मनः,मन_को, the minds
09,033,1,,  --,प्रसन्न_किया,exhilarated
09,034,1,, प्रथममन्यभृताभिरुदीरिताः,प्रथम  ही,For 1st time
09,034,1,,  --,अन्य-भरण_करने_वालियों_के_द्वारा,by others hatched ones ( by kokilaas)
09,034,1,,  --,उच्चारण की गई,said (sang)
09,034,1,,प्रविरला,प्रविरलायें  (कम बोलनेवाली),much reticent words
09,034,1,,सुरभिगन्धिषु,मनोहर गन्धवाली,full of sweet fragrance
09,034,1,,गिरः,वाणी,notes
09,034,1,,कुसुमितासु,कुसुमिताओं_में ( पुष्पों से लदी हुई ),in blossomed
09,034,1,,मिता,नापीं_हुईं   ( परिमित),a few measured 
09,034,1,,वनराजिषु,वन-धारियों_में,in the grooves
09,034,1,,शुश्रुविरे,सुनाइ पड्ने लगी,came to ears
09,034,1,,इव,जैसे,as with
09,034,1,,मुग्धवधूकथाः,नवविवाहित मुग्ध लड़कियोंका  आलाप,by newly married girls uttered words
09,035,1,,-,कानोंके सुखदायक भौरोंके मधुरगुंजाररुपी गीतवाली ,With song consisting of the humming of bees charming to the ear.
09,035,1,,कुसुमकोमलदन्तरुचो,पुष्परूपी कोमल  दातोंकी  कान्तिवाली , With pleasing splendor of teeth in the form of flowers
09,035,1,,-,उपवनके समीपकी लता ( बेलें),Creepers of planted forest
09,035,1,,-,वायु से हिलाये गये , Shaken by the wind
09,035,1,,-,कोमल_अंकुरों_से, Small leaves
09,035,1,,सलयैरिव,अभिनय प्रदर्शन करते हुए , Keeping time in music/geticulating with song
09,035,1,,-,नर्तकी के हाथोंके सामान ,by hands
09,035,1,, --,जैसे,as if
09,035,1,,बभुः,चमकीं (सुशोभित हुई ),shone forth
09,036,1,,-,अङ्गनाओं_ने (सुन्दर स्त्रियोंने ),women folk
09,036,1,,ललितविभ्रमबन्धविचक्षणं,मधुर विलास करानेमें  चतुर,"charming, flutter,indisplaying, proficient"
09,036,1,,-,मनोहर सुगन्धसे  वकुलपुष्पका  परागकों हरानेवाला ,"with its own fragrance,  that defeats"
09,036,1,,स्मरसखं,कामदेवका मित्र,loving god's friend
09,036,1,,-,वसन्त_ॠतु_को (मद्य  को ),such a wine
09,036,1,,-,पतियोंके साथ ,inrespect of their husband
09,036,1,,-,रसभंग रहित,"pleasure , breaking, without"
09,036,1,,निर्विविशुर्मधुमङ्गनाः,पान किया ,enjoyed
09,037,1,,शुशुभिरे,शोभा_दी  (प्रतीत हो रही थी ),shone forth
09,037,1,,स्मितचारुतराननाः,मुस्कानसे सुन्दर  मुखवाली ,"with smiles, beautifully, faced"
09,037,1,,स्त्रिय,स्त्रियाँ,women
09,037,1,,इव,जैसे,as with
09,037,1,,श्लथशिञ्जितमेखलाः,ढीली  होनेसे बजती हुई   कोंधनीवाली ,"with slipping, sounding, girdles"
09,037,1,,विकचतामरसा, ख़िले हुए कमल युक्त ,having full-blown lotuses
09,037,1,,गृहदीर्घिका,घरोंकी  वापियाँ  ,ponds or pools attached to the houses
09,037,1,,मदकलोदकलोलविहङ्गमाः,मधुर बोलनेवाले  जलमे विहार करनेवाले पक्षियोंसे युक्त ,"under the influence of excitement ,in water, undulating, birds"
09,038,1,,-,वसन्तसे_ खण्डित_ की_ हुई,"by spring season, shortened"
09,038,1,,-,चन्द्रोदयसे पाण्डु (श्वेत) मुखवाली,with the colour of  her face  pale owing to the rise of the cool rayed Moon
09,038,1,,-,रात्रिरुपी स्त्री,The Night -lady
09,038,1,,-,प्रियके समागमका सुख न पानेवली,"with her cherished, lover,company,denied"
09,038,1,,-,खण्डिता,she who was separated from her lover
09,038,1,,वनितयानितया, स्त्री,damsel
09,038,1,,सदृशमिष्टसमागमनिर्वृतिम्,के समान,such a
09,038,1,,-,क्षीणता को,emaciation(grew thin i.e. short)
09,038,1,,-,प्राप्त हुई ,she obtained
09,039,1,,अपतुषारतया,अप-तुषार_से (तुषार_न_होनेसे)(धूम_के_हट जाने से),due to the disappearance of (the intervening) mist/frosty weather
09,039,1,,विशदप्रभैः,निर्मल कान्ति वाली ,whose light is now clear
09,039,1,,सुरतसङ्गपरिश्रमनोदिभिः,सम्भोग की थकावट को दूर करने वाली अपनी किरणों से ,which relieve the fatigue of sexual enjoyment
09,039,1,,कुसुमचापमतेजयदंशुभिर्हिमकरो,फूल-चापधारी(पुष्पों के धनुष वाले कामदेव)-को,caused the god of Love God (Kamadeva)
09,039,1,,-,तेज कर दिया (वसंत साथ होने से काम भी तेज हो गया ),enlivened/excited the God of Love(caused him to sharpen his flowery bow- implies arrows)
09,039,1,,-,किरणों से ,by the means of his rays
09,039,1,,-,चाँद(शीतल किरणों वाला),The  cool rayed Moon 
09,039,1,,मकरोर्जितकेतनम्,मीन की ऊँची ध्वजा वाले ,whose flag is distinguished by the sea animal/shark [The flag of Kama is supposed to have on it the representation of a makara (a sea-monster killed by him) as a comemmoration of his victory)
09,040,1,,हुतहुतअशनदीप्ति,हवन के समय घृत आदि की आहुति से प्रज्वलित अग्नि के समान प्रदीप्त/चमकते हुए ,brightness resembled that of the sacrificial fire(blazing with oblations)
09,040,1,,यत्,जो,the
09,040,1,,कुसुमं,फूल(कर्णिकर),flower (The Karnikar flower)
09,040,1,,वनश्रियः,वन-श्री_के (वन की लक्ष्मी के),Sylvan Beauty's
09,040,1,,कनकाभरणस्य,(स्वर्ण-आभरण_का)सोने के आभूषण का ,golden ornament
09,040,1,,प्रतिनिधिः,प्रतिनिधि ,which represented(in place of)
09,040,1,,(अभूत्),हुआ,was(served as)
09,040,1,,दलकेसरपेशलम्,(दल-केसर-पेशल)सुकुमार एवं सुन्दर पंखडी व पराग वाले,which had tender petals and filaments
09,040,1,,-,स्थापित (आरोपित ),implanted(by their lovers)
09,040,1,,तदलके,उसको,that flower
09,040,1,,युवतयः,युवतियों_ने,The young women
09,040,1,,-,(अलक_में) घुंघराले बालों में,in their hair(curls)
09,040,1,,दधुराहितं,धारण_किया,wore
09,041,1,,अलिभिरञ्जनबिन्दुमनोहरैः,कज्जल के बिन्दुओ के समान् सुन्दर ,"mascara, spots, very beautiful"
09,041,1,,कुसुमपङ्क्तिनिपातिभिरङ्कितः,कुसुमपङ्क्तियों पर गिरे हुए,"on flower, ranges, falling"
09,041,1,,अलिभिः,भौंरे_से,honeybees/bumble bees
09,041,1,,अङ्कितः,अंकित_हुआ,marked
09,041,1,,तिलकस्तिलकः,तिलक पेड़ को,tilaka trees
09,041,1,,वनस्थलीं,जंगल के भुमि को,in forest/woodlands
09,041,1,,न,नहीं,-
09,041,1,,शोभयति,सुशोभित किया,beautified
09,041,1,,स्म,-,-
09,041,1,,-,तिलक,with tilaka mark [on forehead]
09,041,1,,प्रमदाम्,स्त्री_को,a damsel
09,041,1,,इव,जैसे,-
09,041,1,,(शोभयति),सुशोभित करता है,like
09,041,1,,(स्म),-,-
09,041,1,,न,-,not
09,041,1,,खलु,बल्कि किया,verily
09,042,1,,अमदयतन्मधुगन्धसनाथया,प्रसन्न किया,pleasing to
09,042,1,,-,मधुगन्ध_से,"nectar's or wine's, fragrance, having"
09,042,1,, किसलयाधरसंगतया,पत्ति कि तरह अधर (निचला होट),"with leaflets [called] lips, having"
09,042,1,,मनः,मन_को,heart
09,042,1,,कुसुमसंभृतया,फूल,"jasmine flowers, having"
09,042,1,,नवमल्लिका,चमेलीकी बेल, jasmine creeper
09,042,1,,स्मितरुचा, स्मित हास्य,"smiles, and with their pleasance"
09,042,1,,तरुचारुविलासिनी,तरुचारु-रमणी,to a tree; cAru vilAsinI= one who is a charming ladylove
09,043,1,,विलासिनः,विषयी,-
09,043,1,,अरुणरागनिषेधिभिरंशुकैः ,अरुण-राग,-
09,043,1,,-,-,-
09,043,1,,श्रवणलब्धपदैश्च ,कान-श्रवण2-लभ्-ओं_से,-
09,043,1,,यवाङ्कुरैः ,-,-
09,043,1,,-,और,-
09,043,1,,परभृताविरुतैश्च ,-,-
09,043,1,,स्मरबलैरबलैकरसाः ,कामदेव-बल_से,-
09,043,1,,-,और,-
09,043,1,,-,अबल-एक-रसे,-
09,043,1,,कृताः,निर्मित,-
09,043,2,,(-),अदस्,-
09,043,2,,तनुमतोऽनुमतः ,तनु_को,-
09,043,2,,श्रमजयात्प्रगुणाम्  ,श्रम-जय_से,-
09,043,2,,-,प्रगुण_को,-
09,043,2,,(करोत्यसौ ),ध्_कृ3_प्प्_स्क्ता_है,-
09,044,1,,शुचिभिः,पवित्र,-
09,044,1,,कणैरलिकदम्बकयोगमुपेयुषी,कणों_से,-
09,044,1,,-,पाया,-
09,044,1,,-,-,-
09,044,1,,-,-,-
09,044,1,,तिलकजालकजालकमौक्तिकैः,तिलक-ज,-
09,044,1,,मञ्जरी,कोंपल,-
09,044,1,,-,अलक-संग्रह-मौक्तिकों_के_द्वारा,-
09,044,1,,सदृशकान्तिरलक्ष्यत,समान,-
09,044,1,,-,ध्_लक्ष्1_अप्_स्क्_गयी,-
09,045,1,,ध्वजपटं,ध्वज-कपडे,-
09,045,1,,मदनस्य,कामोद्दीपक_की,-
09,045,1,,धनुर्भृतश्छविकरं ,धनुः-भृत्_के,-
09,045,1,,-,छवि-हाथ,-
09,045,1,,मुखचूर्णमृतुश्रियः ,मुख-चूर्ण_को,-
09,045,1,,-,ऋतु-श्री_के,-
09,045,1,,कुसुमकेसररेणुमलिव्रजाः ,फूल-केसर-पराग,-
09,045,1,,-,भौरा-अलिन्-व्रजों_ने,-
09,045,1,,सपवनोपवनोत्थितमन्वयुः ,स-पवन-बगीचा-उठे_हुए,-
09,045,1,,-,अनु_या1_प्प्_स्क्या,-
09,046,1,,-,-,-
09,046,1,,-,-,-
09,046,1,,अनुभवन्नवदोलमृतूत्सवं,-,-
09,046,1,,-,अबला-जनः_को,-
09,046,1,,पटुरपि,-,-
09,046,1,,-,-,-
09,046,1,,प्रियकण्ठजिघृक्षया ,प्रिय,-
09,046,1,,-,आसन,-
09,046,1,,भुजलतां ,हाथ-बेल_को,-
09,046,1,,जलतामबलाजनः ,-,-
09,046,1,,अनयदासनरज्जुपरिग्रहे ,ध्_णी1_प्प्_स्क्या,-
09,047,1,,-,संबोधन,-
09,047,1,,-,ध्_त्यज्1_प्प्_स्क्यें,-
09,047,1,,मानमलं ,मान_को,-
09,047,2,,-,बस,-
09,047,2,,विग्रहैर्न ,विस्तार_से,-
09,047,3,,-,नहीं,-
09,047,3,,पुनरेति ,-,-
09,047,3,,-,ध्_इ1_प्प्_स्क्ता_है,-
09,047,3,,-,-,-
09,047,3,,-,चतुर_को,-
09,047,3,,-,वयः_को,-
09,047,3,,-,ऐसा,-
09,047,3,,-,-,-
09,047,3,,परभृताभिरितीव ,-,-
09,047,3,,-,-,-
09,047,3,,-,जैसे,-
09,047,3,,-,बहू-जनः_को,-
09,047,3,,-,-,-
09,047,3,,-,ध्_रम्1_अप्_स्क्ता_है,-
09,048,1,,अथ ,और,-
09,048,1,,मधुमन्मधुमन्मथसंनिभः ,-,-
09,048,1,,-,मधुमत्-मधु-मन्मथ-सन्निभ,-
09,048,1,,स,उसने,-
09,048,1,,विलासवतीसखः ,विलासवत्-मित्र,-
09,048,1,,नरपतिश्चकमे ,नर-पति,-
09,048,1,,यथासुखमार्तवमुत्सवं ,-,-
09,048,1,,-,-,-
09,048,1,,-,-,-
09,048,1,,-,अनुभव_करके,-
09,048,1,,मृगयारतिं ,शिकार-रति,-
09,048,1,,-,ध्_कम्1_अप्_स्क्या,-
09,049,1,,-,अदस्,-
09,049,1,,चललक्ष्यनिपातने ,चल-लक्ष्-निपातन_में,-
09,049,1,,परिचयम् ,परिचय_को,-
09,049,1,,करोत्यसौ ,ध्_कृ3_प्प्_स्क्ता_है,-
09,049,2,,(-),अदस्,-
09,049,2,,भयरुषोश्च ,भय-रुचों_में,-
09,049,2,,तदिङ्गितबोधनम् ,वह-इङ्ग्-इङ्ग्-बुधग्रह_को,-
09,049,2,,-,और,-
09,049,2,,(करोत्यसौ ),ध्_कृ3_प्प्_स्क्ता_है,-
09,049,4,,-,अतः,-
09,049,4,,सचिवैर्ययौ ,सचिवों_से,-
09,049,4,,-,अनु_+मन्2या_हुआ,-
09,049,4,,(-),अदस्,-
09,049,4,,-,ध्_या1_प्प्_स्क्या,-
09,050,1,,मृगवनोपगमक्षमवेषभृद्विपुलकण्ठनिषक्तशरासनः,हिरन-वन-उपगम-योग्य-वेष-भृत्-पर्याप्त-गला-सञ्ज्-बाण-आसन,-
09,050,1,,-,-,-
09,050,1,,-,मनुष्य-नर-सूर्य,-
09,050,1,,स,उसने,-
09,050,1,,-,अश्व-जाङ्गम_द्रव्य-हन्-रेणुओं_से,-
09,050,1,,गगनमश्वखुरोद्धतरेणुभिर्नृसविता ,आकाश,-
09,050,1,,वितानमिवाकरोत् ,ख्॥़आली,-
09,050,1,,-,जैसे,-
09,050,1,,-,ध्_कृ3_प्प्_स्क्या,-
09,051,1,,ग्रथितमौलिरसौ ,रचित-मौलि,-
09,051,1,,-,असु_में,-
09,051,1,,वनमालया ,वन-माला_से,-
09,051,1,,तरुपलाशसवर्णतनुच्छदः ,वृक्ष-पलाश-सवर्ण-शरीर-छद_ने,-
09,051,1,,तुरगवल्गनचञ्चलकुण्डलो ,-,-
09,051,1,,विरुरुचे,वि_रुच्1_अप्_स्क्या,-
09,051,1,,रुरुचेष्टितभुमिषु,-,-
09,052,1,,तनुलताविनिवेशितविग्रहा,-,-
09,052,1,,भ्रमरसम्क्रमितेक्षणवृत्तयः,-,-
09,052,1,,वनदेवताः,वन-देवताओं_को,-
09,052,1,,सुनयनम् ,नयन,-
09,052,1,,नयनन्दितकोसलम्,नीति-नन्द्-नन्द्-कोसल_को,-
09,052,1,,तम्,उसको,-
09,052,1,,-,मार्ग_में,-
09,052,1,,ददृशुरध्वनि,ध्_दृश्1_प्प्_स्क्या,-
09,053,1,,-,-,-
09,053,1,,-,प्रथम स्थित_को,-
09,053,1,,-,गम्-आग-दस्यु_को,-
09,053,1,,-,ध्_विश्1_प्प्_स्क्या,-
09,053,1,,-,उसने,-
09,053,1,,-,-,-
09,053,1,,निपानवन्मृगवयोगवयोपचितम् ,निपान-,-
09,053,1,,-,-,-
09,053,1,,-,वन_को,-
09,054,1,,-,और,-
09,054,1,,-,नभस्य,-
09,054,1,,-,जैसे,-
09,054,1,,-,तीन-दश-हथियार_को,-
09,054,1,,-,-,-
09,054,1,,धनुरधिज्यमनाधिरुपाददे ,धनुः_को,-
09,054,1,,-,अधिज्य_को,-
09,054,1,,-,अन्-आधि,-
09,054,1,,-,{तोर्ड्_उपाददे,-
09,054,1,,नरवरो,नर-श्रेष्ठ,-
09,054,1,,-,चीख-क्रोध-सिंह,-
09,055,1,,स्तनप्रणयिभिर्मुहुरेणशावैर्व्याहन्यमानहरिणीगमनं  ,प्रणयिनों_से,-
09,055,1,,-,ऐण-शवसम्बन्धियों_से,-
09,055,1,,-,फिर,-
09,055,1,,-,व्याहन्यमान-हरिणी-गमन_को,-
09,055,1,,-,तत्,-
09,055,1,,कुशगर्भमुखं,कुश-गर्भ-मुख,-
09,055,1,,तदग्रसरगर्वितकृष्णसारं,कृष्ण-आवश्यक,-
09,055,1,,मृगाणां,हिरनों_के,-
09,055,1,,यूथं,समूह_ने,-
09,055,1,,तस्य,उसका,-
09,055,1,,पुरस्तात्,पुरस्तात्,-
09,055,1,,आविर्बभूव,आङ्_विश्_अस्2_प्प्_स्क्या,-
09,056,1,,जवनवाजिगतेन,तेज-वाजि-गये_हुए,-
09,056,1,,तूणीमुखोद्धृतशरेण,बाण_के_द्वारा,-
09,056,1,,राज्ञा,राजा,-
09,056,1,,तत्प्रार्थितं,उसको,-
09,056,1,,-,इच्छित,-
09,056,1,,विशीर्णपङ्क्ति,पङ्क्ति_ने,-
09,056,1,,वनमाकुलदृष्टिपातैर्वातेरितोत्पलदलप्रकरैरिवार्द्रैः,सम्पूर्ण-दृष्टि-पात,-
09,056,1,,-,गीलों_से,-
09,056,1,,-,वातेरित-उत्पलदल-प्रकरों_से,-
09,056,1,,-,जैसे,-
09,056,1,,-,वन_को,-
09,056,1,,श्यामीचकार,श्यामीकृ3_प्प्_स्क्या,-
09,057,1,,हरि-प्रभावः,हरि-प्रभाव,-
09,057,1,,सः,वह,-
09,057,1,,धन्वी,धन्विन्,-
09,057,1,,लक्ष्यीकृतस्य,लक्ष्य,-
09,057,1,,हरिणस्य,मृग_का,-
09,057,1,,देहम्,शरीर,-
09,057,1,,व्यवधाय,ण्थ्_कर,-
09,057,1,,स्थिताम्,स्थित,-
09,057,1,,सहचरीम्,सहेली,-
09,057,1,,प्रेक्ष्य,प्र_ईक्ष्1_कर,-
09,057,1,,कामितया,चाही,-
09,057,1,,मनाः,मनाओं_को,-
09,057,1,,आकर्ण-कृष्टम्,आकर्ण-कृषिकर्म_किये_हुए,-
09,057,1,,अपि,भी,-
09,057,1,,बाणम्,बाण_को,-
09,057,1,,प्रतिसंजहार,उतार लिया,-
09,058,1,,-,चटुलों_से,-
09,058,1,,-,सुन्दर_आँखों_वालों_से,-
09,058,1,,-,प्रगल्भ,-
09,058,1,,-,स्मरण करतॆ हुऎ,-
09,058,1,,-,दूसरों_में,-
09,058,1,,-,भी,-
09,058,1,,-,हिरनों_में,-
09,058,1,,-,शरात्-मुमुक्षु_से,-
09,058,1,,तस्यापरेष्वपि,उसका,-
09,058,1,,निबिडोऽपि,निबिड,-
09,058,1,,-,भी,-
09,058,1,,-,मुष्टि,-
09,058,1,,कर्ण-अन्तम्-एत्य,कानॊं कॆ निकट तक पहुंच कर ,-
09,058,1,,-,-,-
09,058,1,,बिभिदे,चीरा,-
09,059,1,,सः,उसने,-
09,059,1,,पल्वलपङ्कमध्यान्मुस्ताप्ररोहकवलावयवानुकीर्णं,मुट्ठी_भर-अवयव-अनु-छितराया_हुआ,-
09,059,1,,सुव्यक्तमार्द्रपदपङ्क्तिभिरायताभिः,आयताओं_के_द्वारा,-
09,059,1,,-,आद्र-पैर-श्रेणी,-
09,059,1,,-,सु-प्रदर्शित,-
09,059,1,,सपदि,स-पैर_में,-
09,059,1,,-,छोटातालाब-दलदल-मध्य_से,-
09,059,1,,उत्तस्थुषः,उठा_हुवा,-
09,059,1,,द्रुतवराहकुलस्य,सु-कुल_का,-
09,059,1,,मार्गं,मार्ग,-
09,059,1,,जग्राह,लिया,-
09,060,1,,वराहा,सुअरों_ने,-
09,060,1,,वाहनादवनतोत्तरकायमीषद्विध्यन्तमुद्धृतसटाः ,वाहन_से,-
09,060,1,,-,थोडा,-
09,060,1,,-,-,-
09,060,1,,-,मारते_हुए,-
09,060,1,,तं,उस,-
09,060,1,,उद्धृत-सटाः,प्रति-सट,-
09,060,1,,प्रतिहन्तुमीषुः,मारने~की,-
09,060,1,,इषुः,इच्छा_की,-
09,060,2,,-,इसके,-
09,060,2,,विद्धमिषुभिर्जघनाश्रयेषु ,बाणों_के_द्वारा,-
09,060,2,,सहसा,अचानक,-
09,060,2,,वृक्षेषु,वृक्षों_में,-
09,060,2,,-,जघान-सहारों_में,-
09,060,2,,-,बींधा_हुआ,-
09,060,2,,नात्मानमस्य,आत्मा,-
09,060,2,,(वराहा),सुअरों_ने,-
