key,text
cantoList.SV-60[11].trRows[3].tdColumns[0].row,row4
cantoList.SV-60[11].trRows[3].tdColumns[0].className,NA
cantoList.SV-60[11].trRows[3].tdColumns[0].data,<a (click)=showDic('अपि')>अपि</a>{अव्य}
cantoList.SV-60[11].trRows[4].tdColumns[0].row,row5
cantoList.SV-60[11].trRows[4].tdColumns[0].className,NA
cantoList.SV-60[11].trRows[4].tdColumns[0].data,"<a href=""javascript:show('सम्बन्धः,')"">सम्बन्धः,11</a>"
cantoList.SV-60[11].trRows[5].tdColumns[0].row,row6
cantoList.SV-60[11].trRows[5].tdColumns[0].className,NA
cantoList.SV-60[11].trRows[5].tdColumns[0].data,भी
cantoList.SV-60[11].trRows[6].tdColumns[0].row,row7
cantoList.SV-60[11].trRows[6].tdColumns[0].className,NA
cantoList.SV-60[11].trRows[6].tdColumns[0].data,even
cantoList.SV-60[11].trRows[7].tdColumns[0].row,row8
cantoList.SV-60[11].trRows[7].tdColumns[0].className,NA
cantoList.SV-60[11].trRows[7].tdColumns[0].data,-
cantoList.SV-60[11].trRows[8].tdColumns[0].row,row9
cantoList.SV-60[11].trRows[8].tdColumns[0].className,NA
cantoList.SV-60[11].trRows[9].tdColumns[0].row,row12
cantoList.SV-60[11].trRows[9].tdColumns[0].className,NA
cantoList.SV-60[12].trRows[0].tdColumns[0].row,row1
cantoList.SV-60[12].trRows[0].tdColumns[0].className,NA
cantoList.SV-60[12].trRows[0].tdColumns[0].data,पुनः
cantoList.SV-60[12].trRows[1].tdColumns[0].row,row2
cantoList.SV-60[12].trRows[1].tdColumns[0].className,NA
cantoList.SV-60[12].trRows[1].tdColumns[0].data,पुनः 
cantoList.SV-60[12].trRows[2].tdColumns[0].row,row3
cantoList.SV-60[12].trRows[2].tdColumns[0].className,NA
cantoList.SV-60[12].trRows[2].tdColumns[0].data,पुनः{अव्य}
cantoList.SV-60[12].trRows[3].tdColumns[0].row,row4
cantoList.SV-60[12].trRows[3].tdColumns[0].className,NA
cantoList.SV-60[12].trRows[3].tdColumns[0].data,<a (click)=showDic('पुनः')>पुनः</a>{अव्य} 
cantoList.SV-60[12].trRows[4].tdColumns[0].row,row5
cantoList.SV-60[12].trRows[4].tdColumns[0].className,NA
cantoList.SV-60[12].trRows[4].tdColumns[0].data,"<a href=""javascript:show('क्रियाविशेषणम्,')"">क्रियाविशेषणम्,15</a>"
cantoList.SV-60[12].trRows[5].tdColumns[0].row,row6
cantoList.SV-60[12].trRows[5].tdColumns[0].className,NA
cantoList.SV-60[12].trRows[5].tdColumns[0].data,फिर 
cantoList.SV-60[12].trRows[6].tdColumns[0].row,row7
cantoList.SV-60[12].trRows[6].tdColumns[0].className,NA
cantoList.SV-60[12].trRows[6].tdColumns[0].data,again
cantoList.SV-60[12].trRows[7].tdColumns[0].row,row8
cantoList.SV-60[12].trRows[7].tdColumns[0].className,NA
cantoList.SV-60[12].trRows[7].tdColumns[0].data,-
cantoList.SV-60[12].trRows[8].tdColumns[0].row,row9
cantoList.SV-60[12].trRows[8].tdColumns[0].className,NA
cantoList.SV-60[12].trRows[9].tdColumns[0].row,row12
cantoList.SV-60[12].trRows[9].tdColumns[0].className,NA
cantoList.SV-60[13].trRows[0].tdColumns[0].row,row1
cantoList.SV-60[13].trRows[0].tdColumns[0].className,NA
cantoList.SV-60[13].trRows[0].tdColumns[0].data,न
cantoList.SV-60[13].trRows[1].tdColumns[0].row,row2
cantoList.SV-60[13].trRows[1].tdColumns[0].className,NA
cantoList.SV-60[13].trRows[1].tdColumns[0].data,न 
cantoList.SV-60[13].trRows[2].tdColumns[0].row,row3
cantoList.SV-60[13].trRows[2].tdColumns[0].className,NA
cantoList.SV-60[13].trRows[2].tdColumns[0].data,न{अव्य} 
cantoList.SV-60[13].trRows[3].tdColumns[0].row,row4
cantoList.SV-60[13].trRows[3].tdColumns[0].className,NA
cantoList.SV-60[13].trRows[3].tdColumns[0].data,<a (click)=showDic('न')>न</a>{अव्य} 
cantoList.SV-60[13].trRows[4].tdColumns[0].row,row5
cantoList.SV-60[13].trRows[4].tdColumns[0].className,NA
cantoList.SV-60[13].trRows[4].tdColumns[0].data,"<a href=""javascript:show('सम्बन्धः,')"">सम्बन्धः,15</a>"
cantoList.SV-60[13].trRows[5].tdColumns[0].row,row6
cantoList.SV-60[13].trRows[5].tdColumns[0].className,NA
cantoList.SV-60[13].trRows[5].tdColumns[0].data,नहीं 
cantoList.SV-60[13].trRows[6].tdColumns[0].row,row7
cantoList.SV-60[13].trRows[6].tdColumns[0].className,NA
cantoList.SV-60[13].trRows[6].tdColumns[0].data,not
cantoList.SV-60[13].trRows[7].tdColumns[0].row,row8
cantoList.SV-60[13].trRows[7].tdColumns[0].className,NA
cantoList.SV-60[13].trRows[7].tdColumns[0].data,-
cantoList.SV-60[13].trRows[8].tdColumns[0].row,row9
cantoList.SV-60[13].trRows[8].tdColumns[0].className,NA
cantoList.SV-60[13].trRows[9].tdColumns[0].row,row12
cantoList.SV-60[13].trRows[9].tdColumns[0].className,NA
cantoList.SV-60[14].trRows[0].tdColumns[0].row,row1
cantoList.SV-60[14].trRows[0].tdColumns[0].className,v
cantoList.SV-60[14].trRows[0].tdColumns[0].data,प्ररोहति.
cantoList.SV-60[14].trRows[1].tdColumns[0].row,row2
cantoList.SV-60[14].trRows[1].tdColumns[0].className,v
cantoList.SV-60[14].trRows[1].tdColumns[0].data,प्ररोहति 
cantoList.SV-60[14].trRows[2].tdColumns[0].row,row3
cantoList.SV-60[14].trRows[2].tdColumns[0].className,v
cantoList.SV-60[14].trRows[2].tdColumns[0].data,प्ररोहत्{पुं}{7;एक}/रोहत्{नपुं}{7;एक}. 
cantoList.SV-60[14].trRows[3].tdColumns[0].row,row4
cantoList.SV-60[14].trRows[3].tdColumns[0].className,v
cantoList.SV-60[14].trRows[3].tdColumns[0].data,<a (click)=showDic('प्र')>प्र</a>_<a (click)=showDic('रुह्1')>रुह्1</a>{कर्तरि;लट्;प्र;एक;परस्मैपदी;रुहँ;भ्वादिः}.
cantoList.SV-60[14].trRows[4].tdColumns[0].row,row5
cantoList.SV-60[14].trRows[4].tdColumns[0].className,v
cantoList.SV-60[14].trRows[4].tdColumns[0].data,"<a href=""javascript:show('')"">0</a>"
cantoList.SV-60[14].trRows[5].tdColumns[0].row,row6
cantoList.SV-60[14].trRows[5].tdColumns[0].className,v
cantoList.SV-60[14].trRows[5].tdColumns[0].data,जमता_है.
cantoList.SV-60[14].trRows[6].tdColumns[0].row,row7
cantoList.SV-60[14].trRows[6].tdColumns[0].className,v
cantoList.SV-60[14].trRows[6].tdColumns[0].data,grow.
cantoList.SV-60[14].trRows[7].tdColumns[0].row,row8
cantoList.SV-60[14].trRows[7].tdColumns[0].className,v
cantoList.SV-60[14].trRows[7].tdColumns[0].data,-
cantoList.SV-60[14].trRows[8].tdColumns[0].row,row9
cantoList.SV-60[14].trRows[8].tdColumns[0].className,v
cantoList.SV-60[14].trRows[8].tdColumns[0].data,सकर्मककर्तरि.
cantoList.SV-60[14].trRows[9].tdColumns[0].row,row12
cantoList.SV-60[14].trRows[9].tdColumns[0].className,v
cantoList.SV-63[0].trRows[0].tdColumns[0].row,row1
cantoList.SV-63[0].trRows[0].tdColumns[0].className,number
cantoList.SV-63[0].trRows[0].tdColumns[0].data,"<a htext=""html/SV-I/SV-63/63.jpg""  target=""_blank"" onmouseout=""UnTip()"" onmouseover=""Tip('<center><img src=html/SV-I/SV-63/63.jpg></center>',FONTSIZE,'18pt',HEIGHT,400,STICKY,true,CLOSEBTN,true) "">63.A</a>"
cantoList.SV-63[0].trRows[0].tdColumns[0].tooltipImage,html/SV-I/SV-63/63.jpg
cantoList.SV-63[0].trRows[0].tdColumns[1].row,row1
cantoList.SV-63[0].trRows[0].tdColumns[1].className,n2
cantoList.SV-63[0].trRows[0].tdColumns[1].data,इद्धं
cantoList.SV-63[0].trRows[1].tdColumns[0].row,row2
cantoList.SV-63[0].trRows[1].tdColumns[0].className,number
cantoList.SV-63[0].trRows[1].tdColumns[0].data,63.B</a>
cantoList.SV-63[0].trRows[1].tdColumns[1].row,row2
cantoList.SV-63[0].trRows[1].tdColumns[1].className,n2
cantoList.SV-63[0].trRows[1].tdColumns[1].data,इद्धं 
cantoList.SV-63[0].trRows[2].tdColumns[0].row,row3
cantoList.SV-63[0].trRows[2].tdColumns[0].className,number
cantoList.SV-63[0].trRows[2].tdColumns[0].data,63.C</a>
cantoList.SV-63[0].trRows[2].tdColumns[1].row,row3
cantoList.SV-63[0].trRows[2].tdColumns[1].className,n2
cantoList.SV-63[0].trRows[2].tdColumns[1].data,इन्ध्1{कृत्_प्रत्ययः:क्त;ञिइन्धीँ;रुधादिः}{नपुं}{1;एक}/इन्ध्1{कृत्_प्रत्ययः:क्त;ञिइन्धीँ;रुधादिः}{नपुं}{2;एक} 
cantoList.SV-63[0].trRows[3].tdColumns[0].row,row4
cantoList.SV-63[0].trRows[3].tdColumns[0].className,number
cantoList.SV-63[0].trRows[3].tdColumns[0].data,63.D</a>
cantoList.SV-63[0].trRows[3].tdColumns[1].row,row4
cantoList.SV-63[0].trRows[3].tdColumns[1].className,n2
cantoList.SV-63[0].trRows[3].tdColumns[1].data,<a (click)=showDic('इन्ध्1')>इन्ध्1</a>{कृत्_प्रत्ययः:क्त;ञिइन्धीँ;रुधादिः}{पुं}{2;एक}
cantoList.SV-63[0].trRows[4].tdColumns[0].row,row5
cantoList.SV-63[0].trRows[4].tdColumns[0].className,number
cantoList.SV-63[0].trRows[4].tdColumns[0].data,63.E</a>
cantoList.SV-63[0].trRows[4].tdColumns[1].row,row5
cantoList.SV-63[0].trRows[4].tdColumns[1].className,n2
cantoList.SV-63[0].trRows[4].tdColumns[1].data,"विशेषणम्,2"
cantoList.SV-63[0].trRows[5].tdColumns[0].row,row6
cantoList.SV-63[0].trRows[5].tdColumns[0].className,number
cantoList.SV-63[0].trRows[5].tdColumns[0].data,63.F</a>
cantoList.SV-63[0].trRows[5].tdColumns[1].row,row6
cantoList.SV-63[0].trRows[5].tdColumns[1].className,n2
cantoList.SV-63[0].trRows[5].tdColumns[1].data,उग्र स्वभाव
cantoList.SV-63[0].trRows[6].tdColumns[0].row,row7
cantoList.SV-63[0].trRows[6].tdColumns[0].className,number
cantoList.SV-63[0].trRows[6].tdColumns[0].data,63.G</a>
cantoList.SV-63[0].trRows[6].tdColumns[1].row,row7
cantoList.SV-63[0].trRows[6].tdColumns[1].className,n2
cantoList.SV-63[0].trRows[6].tdColumns[1].data,the most fierce one
cantoList.SV-63[0].trRows[7].tdColumns[0].row,row8
cantoList.SV-63[0].trRows[7].tdColumns[0].className,number
cantoList.SV-63[0].trRows[7].tdColumns[0].data,63.H
cantoList.SV-63[0].trRows[7].tdColumns[1].row,row8
cantoList.SV-63[0].trRows[7].tdColumns[1].className,n2
cantoList.SV-63[0].trRows[8].tdColumns[0].row,row9
cantoList.SV-63[0].trRows[8].tdColumns[0].className,number
cantoList.SV-63[0].trRows[8].tdColumns[0].data,63.I</a>
cantoList.SV-63[0].trRows[8].tdColumns[1].row,row9
cantoList.SV-63[0].trRows[8].tdColumns[1].className,n2
cantoList.SV-63[0].trRows[9].tdColumns[0].row,row10
cantoList.SV-63[0].trRows[9].tdColumns[0].className,number
cantoList.SV-63[0].trRows[9].tdColumns[0].data,63.J</a>
cantoList.SV-63[0].trRows[9].tdColumns[1].row,row10
cantoList.SV-63[0].trRows[9].tdColumns[1].className,n2
cantoList.SV-63[0].trRows[10].tdColumns[0].row,row11
cantoList.SV-63[0].trRows[10].tdColumns[0].className,number
cantoList.SV-63[0].trRows[10].tdColumns[0].data,63.K</a>
cantoList.SV-63[0].trRows[10].tdColumns[1].row,row11
cantoList.SV-63[0].trRows[10].tdColumns[1].className,n2
cantoList.SV-63[0].trRows[11].tdColumns[0].row,row12
cantoList.SV-63[0].trRows[11].tdColumns[0].className,number
cantoList.SV-63[0].trRows[11].tdColumns[0].data,63.L</a>
cantoList.SV-63[0].trRows[11].tdColumns[1].row,row12
cantoList.SV-63[0].trRows[11].tdColumns[1].className,n2
cantoList.SV-63[1].trRows[0].tdColumns[0].row,row1
cantoList.SV-63[1].trRows[0].tdColumns[0].className,n2
cantoList.SV-63[1].trRows[0].tdColumns[0].data,तम्
cantoList.SV-63[1].trRows[1].tdColumns[0].row,row2
cantoList.SV-63[1].trRows[1].tdColumns[0].className,n2
cantoList.SV-63[1].trRows[1].tdColumns[0].data,तम् 
cantoList.SV-63[1].trRows[2].tdColumns[0].row,row3
cantoList.SV-63[1].trRows[2].tdColumns[0].className,n2
cantoList.SV-63[1].trRows[2].tdColumns[0].data,तद्{पुं}{2;एक} 
cantoList.SV-63[1].trRows[3].tdColumns[0].row,row4
cantoList.SV-63[1].trRows[3].tdColumns[0].className,n2
cantoList.SV-63[1].trRows[3].tdColumns[0].data,<a (click)=showDic('तद्')>तद्</a>{पुं}{2;एक} 
cantoList.SV-63[1].trRows[4].tdColumns[0].row,row5
cantoList.SV-63[1].trRows[4].tdColumns[0].className,n2
cantoList.SV-63[1].trRows[4].tdColumns[0].data,"<a href=""javascript:show('विशेषणम्,')"">विशेषणम्,3</a>"
cantoList.SV-63[1].trRows[5].tdColumns[0].row,row6
cantoList.SV-63[1].trRows[5].tdColumns[0].className,n2
cantoList.SV-63[1].trRows[5].tdColumns[0].data,उस 
cantoList.SV-63[1].trRows[6].tdColumns[0].row,row7
cantoList.SV-63[1].trRows[6].tdColumns[0].className,n2
cantoList.SV-63[1].trRows[6].tdColumns[0].data,that
cantoList.SV-63[1].trRows[7].tdColumns[0].row,row8
cantoList.SV-63[1].trRows[7].tdColumns[0].className,n2
cantoList.SV-63[1].trRows[7].tdColumns[0].data,-
cantoList.SV-63[1].trRows[8].tdColumns[0].row,row9
cantoList.SV-63[1].trRows[8].tdColumns[0].className,n2
cantoList.SV-63[1].trRows[9].tdColumns[0].row,row12
cantoList.SV-63[1].trRows[9].tdColumns[0].className,n2
cantoList.SV-63[2].trRows[0].tdColumns[0].row,row1
cantoList.SV-63[2].trRows[0].tdColumns[0].className,n2
cantoList.SV-63[2].trRows[0].tdColumns[0].data,(रावणम्)
cantoList.SV-63[2].trRows[1].tdColumns[0].row,row2
cantoList.SV-63[2].trRows[1].tdColumns[0].className,n2
cantoList.SV-63[2].trRows[1].tdColumns[0].data,रावणम्
cantoList.SV-63[2].trRows[2].tdColumns[0].row,row3
cantoList.SV-63[2].trRows[2].tdColumns[0].className,n2
cantoList.SV-63[2].trRows[2].tdColumns[0].data,रावण{पुं}{2;एक} 
cantoList.SV-63[2].trRows[3].tdColumns[0].row,row4
cantoList.SV-63[2].trRows[3].tdColumns[0].className,n2
cantoList.SV-63[2].trRows[3].tdColumns[0].data,<a (click)=showDic('रावण')>रावण</a>{पुं}{2;एक} 
cantoList.SV-63[2].trRows[4].tdColumns[0].row,row5
cantoList.SV-63[2].trRows[4].tdColumns[0].className,n2
cantoList.SV-63[2].trRows[4].tdColumns[0].data,"<a href=""javascript:show('कर्म,')"">कर्म,4</a>"
cantoList.SV-63[2].trRows[5].tdColumns[0].row,row6
cantoList.SV-63[2].trRows[5].tdColumns[0].className,n2
cantoList.SV-63[2].trRows[5].tdColumns[0].data,रावण_को 
cantoList.SV-63[2].trRows[6].tdColumns[0].row,row7
cantoList.SV-63[2].trRows[6].tdColumns[0].className,n2
cantoList.SV-63[2].trRows[6].tdColumns[0].data,Rāvaņa
cantoList.SV-63[2].trRows[7].tdColumns[0].row,row8
cantoList.SV-63[2].trRows[7].tdColumns[0].className,n2
cantoList.SV-63[2].trRows[7].tdColumns[0].data,-
cantoList.SV-63[2].trRows[8].tdColumns[0].row,row9
cantoList.SV-63[2].trRows[8].tdColumns[0].className,n2
cantoList.SV-63[2].trRows[9].tdColumns[0].row,row12
cantoList.SV-63[2].trRows[9].tdColumns[0].className,n2
cantoList.SV-63[3].trRows[0].tdColumns[0].row,row1
cantoList.SV-63[3].trRows[0].tdColumns[0].className,NA
cantoList.SV-63[3].trRows[0].tdColumns[0].data,आराधयितुम्
cantoList.SV-63[3].trRows[1].tdColumns[0].row,row2
cantoList.SV-63[3].trRows[1].tdColumns[0].className,NA
cantoList.SV-63[3].trRows[1].tdColumns[0].data,आराधयितुं 
cantoList.SV-63[3].trRows[2].tdColumns[0].row,row3
cantoList.SV-63[3].trRows[2].tdColumns[0].className,NA
cantoList.SV-63[3].trRows[2].tdColumns[0].data,आ_राध्1{कृत्_प्रत्ययः:तुमुन्;राधोँ;दिवादिः}
cantoList.SV-63[3].trRows[3].tdColumns[0].row,row4
cantoList.SV-63[3].trRows[3].tdColumns[0].className,NA
cantoList.SV-63[3].trRows[3].tdColumns[0].data,<a (click)=showDic('आ')>आ</a>_<a (click)=showDic('राध्1')>राध्1</a>{कृत्_प्रत्ययः:तुमुन्;राधोँ;दिवादिः}
cantoList.SV-63[3].trRows[4].tdColumns[0].row,row5
cantoList.SV-63[3].trRows[4].tdColumns[0].className,NA
cantoList.SV-63[3].trRows[4].tdColumns[0].data,"<a href=""javascript:show('प्रयोजनम्,')"">प्रयोजनम्,16</a>"
cantoList.SV-63[3].trRows[5].tdColumns[0].row,row6
cantoList.SV-63[3].trRows[5].tdColumns[0].className,NA
cantoList.SV-63[3].trRows[5].tdColumns[0].data,प्रसन्न_करने_के_लिये
cantoList.SV-63[3].trRows[6].tdColumns[0].row,row7
cantoList.SV-63[3].trRows[6].tdColumns[0].className,NA
cantoList.SV-63[3].trRows[6].tdColumns[0].data,to please
cantoList.SV-63[3].trRows[7].tdColumns[0].row,row8
cantoList.SV-63[3].trRows[7].tdColumns[0].className,NA
cantoList.SV-63[3].trRows[7].tdColumns[0].data,-
cantoList.SV-63[3].trRows[8].tdColumns[0].row,row9
cantoList.SV-63[3].trRows[8].tdColumns[0].className,NA
cantoList.SV-63[3].trRows[9].tdColumns[0].row,row12
cantoList.SV-63[3].trRows[9].tdColumns[0].className,NA
cantoList.SV-63[4].trRows[0].tdColumns[0].row,row1
cantoList.SV-63[4].trRows[0].tdColumns[0].className,n6
cantoList.SV-63[4].trRows[0].tdColumns[0].data,परस्य
cantoList.SV-63[4].trRows[1].tdColumns[0].row,row2
cantoList.SV-63[4].trRows[1].tdColumns[0].className,n6
cantoList.SV-63[4].trRows[1].tdColumns[0].data,परस्य 
cantoList.SV-63[4].trRows[2].tdColumns[0].row,row3
cantoList.SV-63[4].trRows[2].tdColumns[0].className,n6
cantoList.SV-63[4].trRows[2].tdColumns[0].data,पर{पुं}{6;एक}/पर{नपुं}{6;एक}/पर{पुं}{6;एक}/पर{नपुं}{6;एक} 
cantoList.SV-63[4].trRows[3].tdColumns[0].row,row4
cantoList.SV-63[4].trRows[3].tdColumns[0].className,n6
cantoList.SV-63[4].trRows[3].tdColumns[0].data,<a (click)=showDic('पर')>पर</a>{पुं}{6;एक} 
cantoList.SV-63[4].trRows[4].tdColumns[0].row,row5
cantoList.SV-63[4].trRows[4].tdColumns[0].className,n6
cantoList.SV-63[4].trRows[4].tdColumns[0].data,"<a href=""javascript:show('षष्ठीसम्बन्धः,')"">षष्ठीसम्बन्धः,6</a>"
cantoList.SV-63[4].trRows[5].tdColumns[0].row,row6
cantoList.SV-63[4].trRows[5].tdColumns[0].className,n6
cantoList.SV-63[4].trRows[5].tdColumns[0].data,दूसरे_के
cantoList.SV-63[4].trRows[6].tdColumns[0].row,row7
cantoList.SV-63[4].trRows[6].tdColumns[0].className,n6
cantoList.SV-63[4].trRows[6].tdColumns[0].data,of others
cantoList.SV-63[4].trRows[7].tdColumns[0].row,row8
cantoList.SV-63[4].trRows[7].tdColumns[0].className,n6
cantoList.SV-63[4].trRows[7].tdColumns[0].data,-
cantoList.SV-63[4].trRows[8].tdColumns[0].row,row9
cantoList.SV-63[4].trRows[8].tdColumns[0].className,n6
cantoList.SV-63[4].trRows[9].tdColumns[0].row,row12
cantoList.SV-63[4].trRows[9].tdColumns[0].className,n6
cantoList.SV-63[5].trRows[0].tdColumns[0].row,row1
cantoList.SV-63[5].trRows[0].tdColumns[0].className,n2
cantoList.SV-63[5].trRows[0].tdColumns[0].data,मर्माविधम्
cantoList.SV-63[5].trRows[0].tdColumns[0].tooltipText,विध्यतेः क्विप् ‘ग्रहिज्या०’ (6।1।16) इति सम्प्रसारणम् ।‘नहिवृति०’ (6।3।116) इत्यादिना पूर्वस्य दीर्घः ।
cantoList.SV-63[5].trRows[1].tdColumns[0].row,row2
cantoList.SV-63[5].trRows[1].tdColumns[0].className,n2
cantoList.SV-63[5].trRows[1].tdColumns[0].data,मर्माविधं
cantoList.SV-63[5].trRows[2].tdColumns[0].row,row3
cantoList.SV-63[5].trRows[2].tdColumns[0].className,n2
cantoList.SV-63[5].trRows[2].tdColumns[0].data,मर्माविध{पुं}{2;एक}/आविध{नपुं}{1;एक}/आविध{नपुं}{2;एक} 
cantoList.SV-63[5].trRows[3].tdColumns[0].row,row4
cantoList.SV-63[5].trRows[3].tdColumns[0].className,n2
cantoList.SV-63[5].trRows[3].tdColumns[0].data,<a (click)=showDic('मर्माविध')>मर्माविध</a>{पुं}{2;एक} 
cantoList.SV-63[5].trRows[4].tdColumns[0].row,row5
cantoList.SV-63[5].trRows[4].tdColumns[0].className,n2
cantoList.SV-63[5].trRows[4].tdColumns[0].data,"<a href=""javascript:show('विशेषणम्,')"">विशेषणम्,8</a>"
cantoList.SV-63[5].trRows[5].tdColumns[0].row,row6
cantoList.SV-63[5].trRows[5].tdColumns[0].className,n2
cantoList.SV-63[5].trRows[5].tdColumns[0].data,गर्भ भेदन रूप
cantoList.SV-63[5].trRows[6].tdColumns[0].row,row7
cantoList.SV-63[5].trRows[6].tdColumns[0].className,n2
cantoList.SV-63[5].trRows[6].tdColumns[0].data,which would pierce the vitals
cantoList.SV-63[5].trRows[7].tdColumns[0].row,row8
cantoList.SV-63[5].trRows[7].tdColumns[0].className,n2
cantoList.SV-63[5].trRows[7].tdColumns[0].data,"<a htext=""html/SV-I/SV-63/samaasa1.jpg""   target=""_blank"" onmouseout=""UnTip()"" onmouseover=""Tip('<center><img src=html/SV-I/SV-63/samaasa1.jpg></center>',FONTSIZE,'18pt',HEIGHT,300,STICKY,true,CLOSEBTN,true) ""><मर्म-विधः>U</a>"
cantoList.SV-63[5].trRows[7].tdColumns[0].tooltipImage,html/SV-I/SV-63/samaasa1.jpg
cantoList.SV-63[5].trRows[8].tdColumns[0].row,row9
cantoList.SV-63[5].trRows[8].tdColumns[0].className,n2
cantoList.SV-63[6].trRows[0].tdColumns[0].row,row1
cantoList.SV-63[6].trRows[0].tdColumns[0].className,n2
cantoList.SV-63[6].trRows[0].tdColumns[0].data,निजं
cantoList.SV-63[6].trRows[1].tdColumns[0].row,row2
cantoList.SV-63[6].trRows[1].tdColumns[0].className,n2
cantoList.SV-63[6].trRows[1].tdColumns[0].data,निजं 
cantoList.SV-63[6].trRows[2].tdColumns[0].row,row3
cantoList.SV-63[6].trRows[2].tdColumns[0].className,n2
cantoList.SV-63[6].trRows[2].tdColumns[0].data,निज{पुं}{2;एक}/निज{नपुं}{1;एक}/निज{नपुं}{2;एक} 
cantoList.SV-63[6].trRows[3].tdColumns[0].row,row4
cantoList.SV-63[6].trRows[3].tdColumns[0].className,n2
cantoList.SV-63[6].trRows[3].tdColumns[0].data,<a (click)=showDic('निज')>निज</a>{पुं}{2;एक} 
cantoList.SV-63[6].trRows[4].tdColumns[0].row,row5
cantoList.SV-63[6].trRows[4].tdColumns[0].className,n2
cantoList.SV-63[6].trRows[4].tdColumns[0].data,"<a href=""javascript:show('विशेषणम्,')"">विशेषणम्,8</a>"
cantoList.SV-63[6].trRows[5].tdColumns[0].row,row6
cantoList.SV-63[6].trRows[5].tdColumns[0].className,n2
cantoList.SV-63[6].trRows[5].tdColumns[0].data,अपने
cantoList.SV-63[6].trRows[6].tdColumns[0].row,row7
cantoList.SV-63[6].trRows[6].tdColumns[0].className,n2
cantoList.SV-63[6].trRows[6].tdColumns[0].data,(their) natural
cantoList.SV-63[6].trRows[7].tdColumns[0].row,row8
cantoList.SV-63[6].trRows[7].tdColumns[0].className,n2
cantoList.SV-63[6].trRows[7].tdColumns[0].data,-
cantoList.SV-63[6].trRows[8].tdColumns[0].row,row9
cantoList.SV-63[6].trRows[8].tdColumns[0].className,n2
cantoList.SV-63[6].trRows[9].tdColumns[0].row,row12
cantoList.SV-63[6].trRows[9].tdColumns[0].className,n2
cantoList.SV-63[7].trRows[0].tdColumns[0].row,row1
cantoList.SV-63[7].trRows[0].tdColumns[0].className,n2
cantoList.SV-63[7].trRows[0].tdColumns[0].data,द्विजिह्वता-दोषम्
cantoList.SV-63[7].trRows[1].tdColumns[0].row,row2
cantoList.SV-63[7].trRows[1].tdColumns[0].className,n2
cantoList.SV-63[7].trRows[1].tdColumns[0].data,द्विजिह्वतादोषं 
cantoList.SV-63[7].trRows[2].tdColumns[0].row,row3
cantoList.SV-63[7].trRows[2].tdColumns[0].className,n2
cantoList.SV-63[7].trRows[2].tdColumns[0].data,द्विजिह्वता-दोष्{पुं}{2;एक}/दोष{पुं}{2;एक}/दोष{नपुं}{1;एक}/दोष{नपुं}{2;एक} 
cantoList.SV-63[7].trRows[3].tdColumns[0].row,row4
cantoList.SV-63[7].trRows[3].tdColumns[0].className,n2
cantoList.SV-63[7].trRows[3].tdColumns[0].data,<a (click)=showDic('द्विजिह्वता')>द्विजिह्वता</a>-<a (click)=showDic('दोष')>दोष</a>{पुं}{2;एक} 
cantoList.SV-63[7].trRows[4].tdColumns[0].row,row5
cantoList.SV-63[7].trRows[4].tdColumns[0].className,n2
cantoList.SV-63[7].trRows[4].tdColumns[0].data,"<a href=""javascript:show('कर्म,')"">कर्म,9</a>"
cantoList.SV-63[7].trRows[5].tdColumns[0].row,row6
cantoList.SV-63[7].trRows[5].tdColumns[0].className,n2
cantoList.SV-63[7].trRows[5].tdColumns[0].data,द्विजिह्वता-दोष_को 
cantoList.SV-63[7].trRows[6].tdColumns[0].row,row7
cantoList.SV-63[7].trRows[6].tdColumns[0].className,n2
cantoList.SV-63[7].trRows[6].tdColumns[0].data,fault of being double tongued
cantoList.SV-63[7].trRows[7].tdColumns[0].row,row8
cantoList.SV-63[7].trRows[7].tdColumns[0].className,n2
cantoList.SV-63[7].trRows[7].tdColumns[0].data,"<a htext=""html/SV-I/SV-63/samaasa2.jpg""   target=""_blank"" onmouseout=""UnTip()"" onmouseover=""Tip('<center><img src=html/SV-I/SV-63/samaasa2.jpg></center>',FONTSIZE,'18pt',HEIGHT,300,STICKY,true,CLOSEBTN,true) ""><<द्वि-जिह्वता>Bs6-दोषः>K6</a>"
cantoList.SV-63[7].trRows[7].tdColumns[0].tooltipImage,html/SV-I/SV-63/samaasa2.jpg
cantoList.SV-63[7].trRows[8].tdColumns[0].row,row9
cantoList.SV-63[7].trRows[8].tdColumns[0].className,n2
cantoList.SV-63[7].trRows[9].tdColumns[0].row,row12
cantoList.SV-63[7].trRows[9].tdColumns[0].className,n2
cantoList.SV-63[8].trRows[0].tdColumns[0].row,row1
cantoList.SV-63[8].trRows[0].tdColumns[0].className,n6
cantoList.SV-63[8].trRows[0].tdColumns[0].data,उज्झतां
cantoList.SV-63[8].trRows[1].tdColumns[0].row,row2
cantoList.SV-63[8].trRows[1].tdColumns[0].className,n6
cantoList.SV-63[8].trRows[1].tdColumns[0].data,उज्झतां 
cantoList.SV-63[8].trRows[2].tdColumns[0].row,row3
cantoList.SV-63[8].trRows[2].tdColumns[0].className,n6
